date,description,link
"84/2002","Euroopan unionista tehdyn sopimuksen K.3 artiklan perusteella tehty yleissopimus yhteisöjen taloudellisten etujen suojaamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020084"
"78/2002","Uudistettu Euroopan sosiaalinen peruskirja","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020078"
"73/2002","Terrorismin rahoituksen torjumista koskeva kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020073"
"59/2002","Terrorististen pommi-iskujen torjumista koskeva kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020059"
"55/2002","Kansainvälisen rikostuomioistuimen Rooman perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020055"
"52/2002","Sopimus säteilyvalvonnan tietojen vaihdosta","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020052"
"37/2002","Sopimus Euroopan yhteisön ja sen jäsenvaltioiden sekä Sveitsin valaliiton välillä henkilöiden vapaasta liikkuvuudesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020037"
"35/2002","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Jordanian Hashemiittisen kuningaskunnan Euro-Välimeri-assosiaatiosopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020035"
"26/2002","Eräiden Euroopan valtioiden hallitusten julistus Ariane kantoraketin tuotantovaiheesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020026"
"24/2002","Sopimus Latinalaisen Amerikan sijoitusyhtiön perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020024"
"7/2002","Yleissopimus muovailtavien räjähteiden merkitsemisestä tunnistamista varten","https://www.finlex.fi/fi/sopimukset/sopsviite/2002/20020007"
"59/2001","Sopimus Suomen tasavallan hallituksen, Viron tasavallan hallituksen ja Ruotsin kuningaskunnan hallituksen välillä merivyöhykerajojen kohtauspisteestä Itämerellä","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010059"
"54/2001","Sopimus pyörillä varustettuihin ajoneuvoihin ja niihin asennettaviin ja/tai niissä käytettäviin varusteisiin ja osiin sovellettavien maailmanlaajuisten teknisten sääntöjen vahvistamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010054"
"48/2001","Sopimus Maailman kauppajärjestön lainsäädännöstä neuvoa-antavan keskuksen perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010048"
"36/2001","Käytetyn polttoaineen ja radioaktiivisen jätteen huollon turvallisuutta koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010036"
"35/2001","Sopimus pyörillä varustettujen ajoneuvojen määräajoin toistettavien katsastusten yhdenmukaisten ehtojen hyväksymisestä sekä näiden katsastusten vastavuoroisesta tunnustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010035"
"26/2001","Yleissopimus ulkomaalaisten osallistumisesta julkiseen elämään paikallistasolla","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010026"
"14/2001","Sopimus täydellisestä ydinkoekiellosta","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010014"
"5/2001","Socrate-sopimus joka koskee eurooppalaista tutkimus- ja teknologiayhteistyöjärjestelmää. Länsi-Euroopan unionin sekä sen kansallisten edustajien ja kansainvälisen henkilöstön asemasta tehty sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010005"
"2/2001","Yleissopimus Yhdistyneiden Kansakuntien ja sen yhteydessä toimivan henkilöstön turvallisuudesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2001/20010002"
"69/2000","Lennonvarmistusalan yhteistyöstä tehty kansainvälinen yleissopimus (EUROCONTROL) 13 päivältä joulukuuta 1960, sellaisena kuin se on muutettuna 12 päivänä helmikuuta 1981 tehdyllä pöytäkirjalla","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000069"
"64/2000","Euroopan yhteisön ja sen jäsenvaltioiden sekä Meksikon yhdysvaltojen taloudellista kumppanuutta, poliittista yhteensovittamista sekä yhteistyötä koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000064"
"60/2000","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Moldovan väliseen kumppanuus- ja yhteistyösopimukseen tehty Itävallan, Suomen ja Ruotsin liittymistä koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000060"
"56/2000","Yleissopimus tehty Euroopan unionista tehdyn sopimuksen K.3 artiklan perusteella tietotekniikan käytöstä tullialalla","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000056"
"40/2000","Euro-Välimeri -sopimus Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Israelin valtion välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000040"
"38/2000","Euro-Välimeri-sopimus Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Marokon kuningaskunnan välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000038"
"26/2000","Yleissopimus teollisuusonnettomuuksien rajojen yli ulottuvista vaikutuksista","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000026"
"21/2000","Yleissopimus (nro 181), joka koskee yksityisiä työnvälitystoimistoja. Suositus (nro 188), joka koskee yksityisiä työnvälitystoimistoja.","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000021"
"18/2000","Yleissopimus (nro 177), joka koskee kotityötä. Suositus (nro 184), joka koskee kotityötä.","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000018"
"17/2000","Yleissopimus (nro 175), joka koskee osa-aikatyötä. Suositus (nro 182), joka koskee osa-aikatyötä.","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000017"
"16/2000","Yleissopimus (nro 182), joka koskee lapsityön pahimpien muotojen kieltämistä ja välittömiä toimia niiden poistamiseksi. Suositus (nro 190), joka koskee lapsityön pahimpien muotojen kieltämistä ja välittömiä toimia niiden poistamiseksi.","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000016"
"9/2000","Sopimus Afrikan ja Euraasian muuttavien vesilintujen suojelemisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000009"
"2/2000","Vuoden 1992 Itämeren alueen merellisen ympäristön suojelua koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/2000/20000002"
"111/1999","Kansainvälinen yleissopimus turvallisista konteista, 1972","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990111"
"107/1999","Euroopan yhteisön ja sen jäsenvaltioiden sekä Chilen tasavallan poliittisen ja taloudellisen liiton perustamiseen tähtäävä yhteistyötä koskeva puitesopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990107"
"104/1999","Sopimus Euroopan lepakoiden suojelusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990104"
"103/1999","Sopimus Itämeren ja Pohjanmeren pikkuvalaiden suojelusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990103"
"99/1999","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä Pohjoismaiden ympäristörahoitusyhtiöstä","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990099"
"97/1999","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä Pohjoismaiden kehitysrahastosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990097"
"96/1999","Yleissopimus väliaikaisesta maahantuonnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990096"
"95/1999","Euroopan yhteisön ja sen jäsenvaltioiden sekä eteläisten yhteismarkkinoiden ja sen osapuolina olevien valtioiden yhteistyötä koskeva alueidenvälinen puitesopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990095"
"93/1999","Unidroit´n yleissopimus varastetuista tai laittomasti maasta viedyistä kulttuuriesineistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990093"
"91/1999","Yleissopimus kulttuuriomaisuuden luvattoman tuonnin, viennin ja omistusoikeuden siirron kieltämiseksi ja ehkäisemiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990091"
"85/1999","Euroopan unionista tehdyn sopimuksen K.3 artiklan ja Europol-yleissopimuksen 41 artiklan 3 kohdan perusteella tehty Europolin, sen elinten jäsenten sekä Europolin apulaisjohtajien ja työntekijöiden erioikeuksia ja vapauksia koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990085"
"79/1999","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Uzbekistanin tasavallan kumppanuus- ja yhteistyösopimus kumppanuuden perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990079"
"78/1999","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Kirgisian tasavallan kumppanuus- ja yhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990078"
"77/1999","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Kazakstanin tasavallan kumppanuus- ja yhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990077"
"76/1999","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Georgian kumppanuus- ja yhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990076"
"75/1999","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Azerbaidzhanin tasavallan kumppanuus- ja yhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990075"
"74/1999","Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Armenian tasavallan kumppanuus- ja yhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990074"
"72/1999","Yleissopimus Euroopan unionista tehdyn sopimuksen K.3 artiklan perusteella tehty yksinkertaistetusta menettelystä Euroopan unionin jäsenvaltioiden välillä rikoksen johdosta tapahtuvassa luovuttamisessa","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990072"
"70/1999","Euroopan unionista tehdyn sopimuksen K.3 artiklan perusteella tehty yleissopimus Euroopan unionin jäsenvaltioiden välillä rikoksen johdosta tapahtuvasta luovuttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990070"
"65/1999","Eurooppalainen sopimus koskien kansainvälisessä maantieliikenteessä toimivien ajoneuvojen miehistöjen työtä (AETR) ja allekirjoituspöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990065"
"60/1999","Sopimus Itävallan tasavallan, Suomen tasavallan ja Ruotsin kuningaskunnan liittymisestä Brysselissä 23 päivänä heinäkuuta 1990 tehtyyn, allekirjoitusten osalta avoimeksi jätettyyn yleissopimukseen kaksinkertaisen verotuksen poistamisesta etuyhteydessä keskenään olevien yritysten tulonoikaisun yhteydessä (96/C 26/01)","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990060"
"54/1999","Amsterdamin sopimus Euroopan unionista tehdyn sopimuksen, Euroopan yhteisöjen perustamissopimusten ja niihin liittyvien tiettyjen asiakirjojen muuttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990054"
"29/1999","Yleissopimus Itävallan tasavallan, Suomen tasavallan ja Ruotsin kuningaskunnan liittymisestä Roomassa 19 päivänä kesäkuuta vuonna 1980 allekirjoittamista varten avattuun sopimusvelvoitteisiin sovellettavaa lakia koskevaan yleissopimukseen sekä sen tulkintaa Euroopan yhteisöjen tuomioistuimessa koskeviin ensimmäiseen ja toiseen pöytäkirjaan","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990029"
"25/1999","Yleissopimus Itävallan tasavallan, Suomen tasavallan ja Ruotsin kuningaskunnan liittymisestä tuomioistuimen toimivaltaa sekä tuomioiden täytäntöönpanoa yksityisoikeuden alalla koskevaan yleissopimukseen sekä sen tulkintaa Euroopan yhteisöjen tuomioistuimessa koskevaan pöytäkirjaan sellaisena kuin se on mukautettuna Tanskan, Irlannin, Ison-Britannian ja Pohjois-Irlannin Yhdistyneen Kuningaskunnan liittymissopimuksella, Helleenien tasavallan liittymissopimuksella sekä Espanjan kuningaskunnan ja Portugalin tasavallan liittymissopimuksella","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990025"
"14/1999","Kansainvälisissä liikesuhteissa tapahtuvan ulkomaisiin virkamiehiin kohdistuvan lahjonnan torjuntaa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990014"
"11/1999","Merenkulun turvallisuuteen kohdistuvien laittomien tekojen ehkäisemistä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990011"
"6/1999","Sopimus Latvian tasavallan, Liettuan tasavallan, Puolan tasavallan, Ruotsin kuningaskunnan, Saksan liittotasavallan,Suomen tasavallan, Tanskan kuningaskunnan, Venäjän federaation ja Viron tasavallan hallitusten välillä Itämeren alueen merellisen ympäristön suojelukomission erioikeuksista ja vapauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990006"
"4/1999","Eurooppa-sopimus Euroopan yhteisöjen ja niiden Euroopan unionina toimivien jäsenvaltioiden sekä Slovenian tasavallan välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990004"
"2/1999","Euroopan ihmisoikeustuomioistuimen käsittelyyn osallistuvia henkilöitä koskeva eurooppalainen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1999/19990002"
"78/1998","Euroopan unionista tehdyn sopimuksen K.3 artiklan perusteella tehty yleissopimus Euroopan poliisiviraston perustamisesta (Europol-yleissopimus)","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980078"
"73/1998","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä pohjoismaisista työmarkkinoista henkilöille, jotka ovat saaneet ammattipätevyyden antavan, vähintään kolmevuotisen korkeamman koulutuksen","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980073"
"71/1998","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä yhteistyöstä öljyn tai muiden haitallisten aineiden aiheuttaman meren pilaantumisen torjunnassa","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980071"
"51/1998","Yleissopimus Koillis-Atlantin merellisen ympäristön suojelusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980051"
"35/1998","Sopimus Euroopan energiaperuskirjasta.Energiaperuskirjan pöytäkirja energiatehokkuudesta ja siihen liittyvistä ympäristönäkökohdista","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980035"
"25/1998","Euro-Välimeri-sopimus Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Tunisian tasavallan välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980025"
"24/1998","Pöytäkirja Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Ukrainan kumppanuus- ja yhteistyösopimukseen kumppanuuden perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980024"
"23/1998","Alueellisia kieliä tai vähemmistökieliä koskeva eurooppalainen peruskirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980023"
"17/1998","Eurooppa-sopimus Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Liettuan tasavallan välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980017"
"15/1998","Eurooppa-sopimus Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Latvian tasavallan välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980015"
"13/1998","Eurooppa-sopimus Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Viron tasavallan välisestä assosioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980013"
"9/1998","Yleissopimus (nro 176), joka koskee terveyttä ja turvallisuutta kaivoksissa. Suositus (nro 183), joka koskee terveyttä ja turvallisuutta kaivoksissa.","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980009"
"1/1998","Kansallisten vähemmistöjen suojelua koskeva puiteyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1998/19980001"
"85/1997","Yleissopimus Euroopan yhteisöjen jäsenvaltioon jätetyn turvapaikkahakemuksen käsittelystä vastuussa olevan valtion ratkaisemisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970085"
"81/1997","Pöytäkirja Euroopan yhteisöjen ja niiden jäsenvaltioiden sekä Venäjän federaation välisen kumppanuuden perustamisesta tehtyyn kumppanuus- ja yhteistyösopimukseen","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970081"
"68/1997","Yleissopimus (nro 167), joka koskee turvallisuutta ja terveyttä rakentamisessa","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970068"
"67/1997","Yleissopimus valtioiden rajat ylittävien ympäristövaikutusten arvioinnista","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970067"
"64/1997","Sopimus Pohjois-Atlantin sopimuksen sopimusvaltioiden ja muiden rauhankumppanuuteen osallistuvien valtioiden välillä niiden joukkojen asemasta ja sen lisäpöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970064"
"55/1997","Yleissopimus yliopistollisen Eurooppa-instituutin perustamisesta. Yliopistollisen Eurooppa-instituutin erioikeuksia ja vapauksia koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970055"
"29/1997","Yleissopimus lasten suojelusta sekä yhteistyöstä kansainvälisissä lapseksiottamisasioissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970029"
"25/1997","Sopimus Pohjoismaiden välillä tulo- ja varallisuusveroja koskevan kaksinkertaisen verotuksen välttämiseksi ja sopimukseen liittyvä pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970025"
"23/1997","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä pääsystä korkeampaan koulutukseen","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970023"
"17/1997","Kemiallisten aseiden kehittämisen, tuotannon,varastoinnin ja käytön kieltämistä sekä niiden hävittämistä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970017"
"1/1997","Yhdistyneiden Kansakuntien yleissopimus aavikoitumisen estämiseksi vakavasta kuivuudesta ja/tai aavikoitumisesta kärsivissä maissa, erityisesti Afrikassa","https://www.finlex.fi/fi/sopimukset/sopsviite/1997/19970001"
"94/1996","Kansainvälisen televiestintäliiton peruskirja. Kansainvälisen televiestintäliiton yleissopimus. Kansainvälisen televiestintäliiton peruskirjaan, Kansainvälisen televiestintäliiton yleissopimukseen sekä hallinnollisiin ohjesääntöihin liittyvien riitojen pakollista ratkaisua koskeva valinnainen pöytäkirja.","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960094"
"74/1996","Ydinturvallisuutta koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960074"
"71/1996","Yleissopimus maasta toiseen ulottuvien vesistöjen ja kansainvälisten järvien suojelusta ja käytöstä","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960071"
"68/1996","Pohjoismainen sosiaalipalvelusopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960068"
"63/1996","Eurooppalaisen radioviestintätoimiston (ERO) perustamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960063"
"49/1996","10 päivänä joulukuuta 1982 tehty Yhdistyneiden Kansakuntien merioikeusyleissopimus ja sen XI osan toteuttamiseen liittyvä sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960049"
"43/1996","Vuoden 1992 pöytäkirja öljyn aiheuttamasta pilaantumisvahingosta johtuvasta siviilioikeudellisesta vastuusta vuonna 1969 tehdyn kansainvälisen yleissopimuksen muuttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960043"
"41/1996","Vuoden 1992 pöytäkirja öljyn aiheuttamien pilaantumisvahinkojen kansainvälisen korvausrahaston perustamista koskevan vuoden 1971 kansainvälisen yleissopimuksen muuttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960041"
"29/1996","Suomen hallituksen, Norjan hallituksen ja Ruotsin hallituksen sekä Euroopan jälleenrakennus- ja kehityspankin välinen sopimus Luoteis-Venäjän teknisen avun rahastosta 3 päivänä maaliskuuta 1995 Sopimus Luoteis-Venäjän alueellisen riskipääomarahaston teknisen avun rahastosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960029"
"28/1996","Merellä käytettäviin aluksiin kohdistuvaa takavarikkoa ja sitä vastaavia toimenpiteitä tarkoittavien säännösten yhtenäistämistä koskeva yleissopimus (1952)","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960028"
"12/1996","Tavaramerkkien kansainvälistä rekisteröintiä koskevaan Madridin sopimukseen liittyvä pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960012"
"8/1996","Yleissopimus Eurooppapatenttien myöntämisestä (Euroopan Patenttisopimus)","https://www.finlex.fi/fi/sopimukset/sopsviite/1996/19960008"
"83/1995","Yleissopimus sisäpiirin kaupankäynnistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950083"
"76/1995","Sopimus Kansainvälisen Demokratia- ja Vaaliapuinstituutin perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950076"
"49/1995","Suomen tasavallan, Viron tasavallan ja Ruotsin kuningaskunnan välinen sopimus M/S Estoniasta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950049"
"48/1995","Eurooppalainen yleissopimus elokuvien yhteistuotannosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950048"
"32/1995","Vuoden 1990 kansainvälinen yleissopimus öljyvahinkojen torjuntavalmiudesta, torjumisesta ja torjuntayhteistyöstä","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950032"
"30/1995","Yleissopimus sovittelusta ja välityksestä ETYKin yhteydessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950030"
"26/1995","Tarkistettu eurooppalainen yleissopimus arkeologisen perinnön suojelusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950026"
"20/1995","Yleissopimus veroasioissa annettavasta keskinäisestä virka-avusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950020"
"19/1995","Sopimus eräiden EFTA-valtioiden Euroopan unioniin liittymistä seuraavan kauden siirtymäjärjestelyistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950019"
"10/1995","Eurooppalainen sopimus kudostyypitykseen käytettävien reagenssien vaihdosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950010"
"9/1995","Eurooppalainen sopimus veriryhmämääritykseen käytettävien reagenssien vaihdosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950009"
"4/1995","Maailman kauppajärjestön perustamissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950004"
"3/1995","Eurooppalainen sopimus ihmisestä peräisin olevien terapeuttisten aineiden vaihdosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1995/19950003"
"102/1994","Sopimus Belgian kuningaskunnan, Tanskan kuningaskunnan, Saksan liittotasavallan, Helleenien tasavallan, Espanjan kuningaskunnan, Ranskan tasavallan, Irlannin, Italian tasavallan, Luxemburgin suurherttuakunnan, Alankomaiden kuningaskunnan, Portugalin tasavallan, Ison-Britannian ja Pohjois-Irlannin yhdistyneen kuningaskunnan (Euroopan unionin jäsenvaltiot) ja Itävallan tasavallan, Suomen tasavallan, Ruotsin kuningaskunnan, välillä Itävallan tasavallan, Suomen tasavallan ja Ruotsin kuningaskunnan liittymisestä Euroopan unioniin","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940102"
"98/1994","Wienin ja Pariisin yleissopimusten soveltamista koskeva yhteispöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940098"
"96/1994","Yleissopimus (nro 173), joka koskee työntekijöiden saatavien turvaamista työnantajan maksukyvyttömyystapauksessa.Suositus (nro 180), joka koskee työntekijöiden saatavien turvaamista työnantajan maksukyvyttömyystapauksessa.","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940096"
"92/1994","Yleissopimus kulttuuriomaisuuden suojelemisesta aseellisen selkkauksen sattuessa sekä siihen liittyvä pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940092"
"87/1994","Eurooppalainen yleissopimus rajat ylittävistä televisiolähetyksistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940087"
"78/1994","Biologista monimuotoisuutta koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940078"
"61/1994","Ilmastonmuutosta koskeva Yhdistyneiden Kansakuntien puitesopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940061"
"57/1994","Yksityisoikeuden alaa koskeva yleissopimus kansainvälisestä lapsikaappauksesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940057"
"56/1994","Eurooppalainen yleissopimus lasten huoltoa koskevien päätösten tunnustamisesta ja täytäntöönpanosta ja lasten palauttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940056"
"53/1994","Rikoksen tuottaman hyödyn rahanpesua, etsintää, takavarikkoa ja menetetyksi tuomitsemista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940053"
"44/1994","Yhdistyneiden Kansakuntien yleissopimus huumausaineiden ja psykotrooppisten aineiden laitonta kauppaa vastaan","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940044"
"1/1994","Sopimus eräiden terveyden- ja sairaanhoidon henkilöstöryhmien sekä eläinlääkäreiden yhteisistä pohjoismaisista työmarkkinoista","https://www.finlex.fi/fi/sopimukset/sopsviite/1994/19940001"
"78/1993","EFTA-valtioiden ja Puolan tasavallan välinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1993/19930078026"
"71/1993","Kansainvälinen sopimus laivoissa sijaitsevien INMARSATin maa-asemien käytöstä aluemerellä ja satamissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1993/19930071"
"43/1993","Yleissopimus tuomioistuimen toimivallasta sekä tuomioiden täytäntöönpanosta yksityisoikeuden alalla sekä siihen liittyvät pöytäkirjat","https://www.finlex.fi/fi/sopimukset/sopsviite/1993/19930043"
"23/1993","Tanskan, Suomen, Norjan ja Ruotsin välinen sopimus oikeudesta harjoittaa kabotaasiliikennettä maanteitse kuorma-ajoneuvoilla","https://www.finlex.fi/fi/sopimukset/sopsviite/1993/19930023"
"17/1993","Uusien kasvilajikkeiden suojaamista koskeva kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1993/19930017"
"3/1993","Kansainvälinen kuparintutkimusryhmä","https://www.finlex.fi/fi/sopimukset/sopsviite/1993/19930003"
"114/1992","Yleissopimus (n:o 158), joka koskee työnantajan toimesta tapahtuvaa palvelussuhteen päättämistä.Suositus (nro 166), joka koskee työnantajan toimesta tapahtuvaa palvelussuhteen päättämistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920114"
"90/1992","Yleissopimus tuotevastuuseen sovellettavasta laista","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920090"
"82/1992","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä perintö- ja lahjaveroja koskevan kaksinkertaisen verotuksen välttämiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920082"
